gene;locus_tag;product
NA;NWMN_1672;transaldolase
NA;NWMN_1673;conserved hypothetical protein
NA;NWMN_1674;CrcB-like protein
NA;NWMN_1675;CrcB-like protein
NA;NWMN_1677;truncated transposase for IS1272
NA;NWMN_1678;oxidoreductase
NA;NWMN_1679;conserved hypothetical protein
metK;NWMN_1680;S-adenosylmethionine synthetase
pckA;NWMN_1681;phosphoenolpyruvate carboxykinase
tnp;NWMN_1682;transposase
NA;NWMN_1683;conserved hypothetical protein
NA;NWMN_1684;MutT/nudix family protein
menC;NWMN_1685;o-succinylbenzoic acid synthetase
memE;NWMN_1686;o-succinylbenzoic acid-coa ligase
NA;NWMN_1687;conserved hypothetical protein
NA;NWMN_1688;conserved hypothetical protein
NA;NWMN_1689;conserved hypothetical protein
NA;NWMN_1690;conserved hypothetical protein
NA;NWMN_1691;conserved hypothetical protein
NA;NWMN_1692;conserved hypothetical protein
NA;NWMN_1693;conserved hypothetical protein
NA;NWMN_1694;conserved hypothetical protein
NA;NWMN_1695;truncated transposase
NA;NWMN_1696;conserved hypothetical protein
NA;NWMN_1697;conserved hypothetical protein
NA;NWMN_1698;conserved hypothetical protein
hsdS;NWMN_1699;type I restriction modification system%2C site specificity determination subunit
hsdM;NWMN_1700;type I restriction-modification system%2C methyltransferase subunit
splF;NWMN_1701;serine protease SplF
splE;NWMN_1702;serine protease SplE
splD;NWMN_1703;serine protease SplD
splC;NWMN_1704;serine protease SplC
splB;NWMN_1705;serine protease SplB
splA;NWMN_1706;serine protease SplA
NA;NWMN_1707;hypothetical protein
NA;NWMN_1708;conserved hypothetical protein
bsaG;NWMN_1709;lantibiotic ABC transporter protein
bsaE;NWMN_1710;lantibiotic ABC transporter protein
bsaF;NWMN_1711;lantibiotic immunity protein F
bsaP;NWMN_1712;lantibiotic leader peptide processing serine protease
bsaD;NWMN_1713;lantibiotic modifying enzyme
bsaC;NWMN_1714;lantibiotic biosynthesis protein
bsaB;NWMN_1715;lantibiotic biosynthesis protein
bsaA2;NWMN_1716;lantibiotic precursor
bsaA1;NWMN_1717;lantibiotic precursor
lukD;NWMN_1718;leukocidin LukD precursor
lukE;NWMN_1719;leukocidin LukE precursor
NA;NWMN_1720;conserved hypothetical protein
NA;NWMN_1721;conserved hypothetical protein
NA;NWMN_1722;conserved hypothetical protein
hemY;NWMN_1723;protoporphyrinogen oxidase
hemH;NWMN_1724;ferrochelatase
hemE;NWMN_1725;uroporphyrinogen decarboxylase
NA;NWMN_1726;RNAIII-activating protein TRAP
NA;NWMN_1727;conserved hypothetical protein
NA;NWMN_1728;conserved hypothetical protein
NA;NWMN_1729;Hit-family protein involved in cell-cycle regulation
NA;NWMN_1730;conserved hypothetical protein
NA;NWMN_1731;conserved hypothetical protein
NA;NWMN_1732;conserved hypothetical protein
prsA;NWMN_1733;peptidyl-prolyl cis/trans-isomerase
NA;NWMN_1734;cmp binding factor 1
NA;NWMN_1735;conserved hypothetical protein
NA;NWMN_1736;conserved hypothetical protein
NA;NWMN_1737;conserved hypothetical protein
NA;NWMN_1738;conserved hypothetical protein
NA;NWMN_1739;conserved hypothetical protein
NA;NWMN_1740;DNA-binding response regulator
NA;NWMN_1741;sensor histidine kinase
NA;NWMN_1742;RNA pseudouridylate synthase
fumC;NWMN_1743;fumarate hydratase%2C class II
NA;NWMN_1744;conserved hypothetical protein
NA;NWMN_1745;conserved hypothetical protein
NA;NWMN_1746;conserved hypothetical protein
NA;NWMN_1747;SpoU rRNA methylase family protein
NA;NWMN_1748;conserved hypothetical protein
NA;NWMN_1749;glutamine transport ATP-binding protein
NA;NWMN_1750;extracellular glutamine-binding protein
NA;NWMN_1751;phosphotransferase system%2C EIIC
NA;NWMN_1752;transposase for IS1181
NA;NWMN_1753;transcriptional regulator Fur family protein
NA;NWMN_1754;D-isomer specific 2-hydroxyacid dehydrogenase family protein
NA;NWMN_1755;bacterioferritin comigratory protein
hemL;NWMN_1756;glutamate-1-semialdehyde-2%2C1-aminomutase
NA;NWMN_1757;conserved hypothetical protein
NA;NWMN_1758;ABC transporter ATP-binding protein
NA;NWMN_1759;conserved hypothetical protein
NA;NWMN_1760;A/G-specific adenine glycosylase
NA;NWMN_1761;conserved hypothetical protein
NA;NWMN_1762;conserved hypothetical protein
NA;NWMN_1763;ABC transporter%2C ATP-binding protein
NA;NWMN_1764;conserved hypothetical protein
NA;NWMN_1765;regulatory protein RecX
NA;NWMN_1766;monofunctional glycosyltransferase
NA;NWMN_1767;ThiJ/PfpI family protein
NA;NWMN_1768;conserved hypothetical protein
NA;NWMN_1771;conserved hypothetical protein
NA;NWMN_1772;phage tail fiber
NA;NWMN_1773;phage N-acetylglucosamidase
NA;NWMN_1774;conserved hypothetical protein
NA;NWMN_1775;conserved hypothetical protein
NA;NWMN_1776;conserved hypothetical protein
NA;NWMN_1777;conserved hypothetical protein
NA;NWMN_1778;conserved hypothetical protein
NA;NWMN_1779;conserved hypothetical protein
NA;NWMN_1780;phage tape measure protein
NA;NWMN_1781;conserved hypothetical protein
NA;NWMN_1782;conserved hypothetical protein
NA;NWMN_1783;phage major tail protein
NA;NWMN_1784;conserved hypothetical protein
NA;NWMN_1785;conserved hypothetical protein
NA;NWMN_1786;conserved hypothetical protein
NA;NWMN_1787;conserved hypothetical protein
NA;NWMN_1788;conserved hypothetical protein
NA;NWMN_1789;phage head protein
NA;NWMN_1790;conserved hypothetical protein
NA;NWMN_1791;phage head morphogenesis protein
NA;NWMN_1792;phage portal protein
NA;NWMN_1793;phage terminase large subunit
NA;NWMN_1794;phage terminase small subunit
NA;NWMN_1795;phage transcriptional activator RinA
NA;NWMN_1796;conserved hypothetical protein
NA;NWMN_1797;conserved hypothetical protein
NA;NWMN_1798;conserved hypothetical protein
NA;NWMN_1799;conserved hypothetical protein
NA;NWMN_1800;conserved hypothetical protein
NA;NWMN_1801;conserved hypothetical protein
NA;NWMN_1802;conserved hypothetical protein
NA;NWMN_1803;phage endodeoxyribonuclease
NA;NWMN_1804;conserved hypothetical protein
NA;NWMN_1805;conserved hypothetical protein
NA;NWMN_1806;conserved hypothetical protein
NA;NWMN_1807;conserved hypothetical protein
NA;NWMN_1808;conserved hypothetical protein
NA;NWMN_1811;phage anti-repressor
NA;NWMN_1812;phage repressor
NA;NWMN_1813;conserved hypothetical protein
int;NWMN_1814;phage integrase
NA;NWMN_1815;conserved hypothetical protein
NA;NWMN_1816;thioesterase superfamily protein
pepS;NWMN_1817;aminopeptidase PepS
NA;NWMN_1818;conserved hypothetical protein
NA;NWMN_1819;low molecular weight phosphotyrosine protein phosphatase
NA;NWMN_1820;conserved hypothetical protein
NA;NWMN_1821;ribonuclease BN
vraR;NWMN_1822;DNA-binding response regulator VraR
vraS;NWMN_1823;sensor histidine kinase VraS
NA;NWMN_1824;conserved hypothetical protein
NA;NWMN_1825;conserved hypothetical protein
map1;NWMN_1826;methionine aminopeptidase%2C type I
NA;NWMN_1827;conserved hypothetical protein
NA;NWMN_1828;conserved hypothetical protein
NA;NWMN_1829;CobB/CobQ-like glutamine amidotransferase
NA;NWMN_1830;UDP-N-acetylmuramyl tripeptide synthetase
NA;NWMN_1831;ferritin
NA;NWMN_1832;exonuclease
dinP;NWMN_1833;DNA polymerase IV
NA;NWMN_1834;conserved hypothetical protein
NA;NWMN_1835;RNA methyltransferase TrmA family protein
NA;NWMN_1836;conserved hypothetical protein
gatB;NWMN_1837;glutamyl-tRNA amidotransferase subunit B
gatA;NWMN_1838;glutamyl-tRNA amidotransferase subunit A
gatC;NWMN_1839;glutamyl-tRNA amidotransferase subunit C
putP;NWMN_1840;high affinity proline permease
camS;NWMN_1841;CamS sex pheromone cAM373 precursor
lig;NWMN_1842;DNA ligase%2C NAD-dependent
pcrA;NWMN_1843;ATP-dependent DNA helicase
pcrB;NWMN_1844;geranylgeranylglyceryl phosphate synthase family protein PcrB
NA;NWMN_1845;conserved hypothetical protein
purB;NWMN_1846;adenylosuccinate lyase
sspB;NWMN_1847;staphopain thiol proteinase
NA;NWMN_1848;conserved hypothetical protein
NA;NWMN_1849;conserved hypothetical protein
nadE;NWMN_1850;NH(3)-dependent NAD+ synthetase
nadC;NWMN_1851;nicotinate phosphoribosyltransferase
NA;NWMN_1852;nitric oxide synthase oxygenase
NA;NWMN_1853;prephenate dehydratase
NA;NWMN_1854;sodium-dependent transporter
NA;NWMN_1855;conserved hypothetical protein
NA;NWMN_1856;isochorismatase family protein
NA;NWMN_1857;manganese-dependent inorganic pyrophosphatase
NA;NWMN_1858;aldehyde dehydrogenase
NA;NWMN_1859;conserved hypothetical protein
NA;NWMN_1860;conserved hypothetical protein
NA;NWMN_1861;conserved hypothetical protein
NA;NWMN_1862;choloylglycine hydrolase:Peptidase C45%2C acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase
NA;NWMN_1863;conserved hypothetical protein
NA;NWMN_1864;conserved hypothetical protein
NA;NWMN_1865;conserved hypothetical protein
NA;NWMN_1866;ABC-2 type transport system permease protein
NA;NWMN_1867;ABC transporter ATP-binding protein
NA;NWMN_1868;conserved hypothetical protein
NA;NWMN_1869;ABC transporter%2C ATP-binding protein
NA;NWMN_1870;GntR family regulatory protein
NA;NWMN_1871;aspartate transaminase
map;NWMN_1872;MHC class II analog protein
NA;NWMN_1873;truncated beta-hemolysin
NA;NWMN_1874;conserved hypothetical protein
NA;NWMN_1875;conserved hypothetical protein
scn;NWMN_1876;staphylococcal complement inhibitor SCIN
chp;NWMN_1877;chemotaxis-inhibiting protein CHIPS
NA;NWMN_1878;truncated phage amidase
NA;NWMN_1879;truncated phage amidase
sak;NWMN_1880;staphylokinase precursor
NA;NWMN_1881;phage amidase
NA;NWMN_1882;phage holin
sea;NWMN_1883;enterotoxin type A precursor
NA;NWMN_1884;conserved hypothetical protein
NA;NWMN_1885;conserved hypothetical protein
NA;NWMN_1886;phage minor structural protein
NA;NWMN_1887;phage tail fiber protein
NA;NWMN_1888;phage tail tape measure protein
NA;NWMN_1889;conserved hypothetical protein
NA;NWMN_1890;phage major tail protein
NA;NWMN_1891;conserved hypothetical protein
NA;NWMN_1892;conserved hypothetical protein
NA;NWMN_1893;phage head-tail adaptor
NA;NWMN_1894;conserved hypothetical protein
NA;NWMN_1895;conserved hypothetical protein
NA;NWMN_1896;phage major capsid protein
NA;NWMN_1897;phage Clp-like protease
NA;NWMN_1898;phage portal protein
NA;NWMN_1899;phage terminase large subunit
NA;NWMN_1900;conserved hypothetical protein
NA;NWMN_1901;phage HNH endonuclease
NA;NWMN_1902;phage transcriptional activator
NA;NWMN_1903;conserved hypothetical protein
NA;NWMN_1904;phage dUTP pyrophosphatase
NA;NWMN_1905;conserved hypothetical protein
NA;NWMN_1906;conserved hypothetical protein
NA;NWMN_1907;endodeoxyribonuclease RusA
NA;NWMN_1908;phage regulatory protein
NA;NWMN_1909;phage single-strand DNA-binding protein
NA;NWMN_1910;conserved hypothetical protein
NA;NWMN_1911;conserved hypothetical protein
NA;NWMN_1912;conserved hypothetical protein
NA;NWMN_1913;conserved hypothetical protein
NA;NWMN_1914;conserved hypothetical protein
NA;NWMN_1915;conserved hypothetical protein
NA;NWMN_1916;conserved hypothetical protein
NA;NWMN_1917;conserved hypothetical protein
NA;NWMN_1918;phage anti repressor
NA;NWMN_1919;conserved hypothetical protein
NA;NWMN_1920;phage transcriptional regulator
NA;NWMN_1921;phage cI-like repressor
NA;NWMN_1922;phage exonuclease
NA;NWMN_1923;conserved hypothetical protein
NA;NWMN_1924;conserved hypothetical protein
int;NWMN_1925;phage integrase
NA;NWMN_1926;truncated beta-hemolysin
lukF;NWMN_1927;leukocidin/hemolysin toxin family F subunit
lukS;NWMN_1928;leukocidin/hemolysin toxin family S subunit
NA;NWMN_1929;conserved hypothetical protein
NA;NWMN_1930;conserved hypothetical protein
NA;NWMN_1931;iron compound ABC transporter%2C iron compound-binding protein
NA;NWMN_1932;conserved hypothetical protein
NA;NWMN_1933;acetyltransferase%2C GNAT family protein
NA;NWMN_1934;conserved hypothetical protein
NA;NWMN_1935;phage terminase family protein
NA;NWMN_1936;truncated integrase
groEL;NWMN_1937;chaperonin 60 kDa subunit
groES;NWMN_1938;chaperonin 10 kDa subunit
NA;NWMN_1939;conserved hypothetical protein
sdrH;NWMN_1940;SdrH protein
NA;NWMN_1941;conserved hypothetical protein
NA;NWMN_1942;hydrolase
agrB;NWMN_1943;staphylococcal accessory gene regulator protein B
agrD;NWMN_1944;staphylococcal accessory gene regulator protein D
agrC;NWMN_1945;staphylococcal accessory gene regulator protein C
agrA;NWMN_1946;staphylococcal accessory gene regulator A
NA;NWMN_1947;conserved hypothetical protein
scrB;NWMN_1948;sucrose-6-phosphate hydrolase
scrR;NWMN_1949;sucrose operon repressor
NA;NWMN_1950;ammonium transporter
NA;NWMN_1951;conserved hypothetical protein
NA;NWMN_1952;conserved hypothetical protein
NA;NWMN_1953;redox-sensing transcriptional repressor Rex
NA;NWMN_1954;ABC transporter%2C ATP-binding protein
NA;NWMN_1955;MutS domain V protein
NA;NWMN_1956;O-sialoglycoprotein endopeptidase
rimJ;NWMN_1957;ribosomal-protein-alanine N-acetyltransferase
NA;NWMN_1958;peptidase M22%2C glycoprotease
NA;NWMN_1959;conserved hypothetical protein
ilvD;NWMN_1960;dihydroxy-acid dehydratase
ilvB;NWMN_1961;acetolactate synthase%2C large subunit%2C biosynthetic type
ilvC;NWMN_1962;ketol-acid reductoisomerase
leuA;NWMN_1963;2-isopropylmalate synthase
leuB;NWMN_1964;3-isopropylmalate dehydrogenase
leuC;NWMN_1965;3-isopropylmalate dehydratase%2C large subunit
leuD;NWMN_1966;3-isopropylmalate dehydratase%2C small subunit
ilvA;NWMN_1967;threonine dehydratase
NA;NWMN_1968;metallopeptidase SprT family protein
NA;NWMN_1969;S1 RNA binding domain protein
sigB;NWMN_1970;RNA polymerase sigma-B factor
rsbW;NWMN_1971;anti-sigma B factor
rsbV;NWMN_1972;anti-sigma B factor antagonist
rsbU;NWMN_1973;sigma factor sigB regulation protein
NA;NWMN_1974;PemK family of DNA-binding protein
alr;NWMN_1975;alanine racemase
dpi;NWMN_1976;holo-(acyl-carrier-protein) synthase
NA;NWMN_1977;conserved hypothetical protein
NA;NWMN_1978;conserved hypothetical protein
NA;NWMN_1979;conserved hypothetical protein
kdpC;NWMN_1980;potassium-transporting ATPase%2C C
kdpB;NWMN_1981;K+-transporting ATPase%2C B subunit
kdpA;NWMN_1982;potassium-transporting ATPase%2C A
kdpD;NWMN_1983;sensor histidine kinase KdpD
kdpE;NWMN_1984;KDP operon transcriptional regulatory protein
NA;NWMN_1985;ATP-dependent RNA helicase DEAD box family protein
murF;NWMN_1986;UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanin e ligase
ddl;NWMN_1987;D-alanine-D-alanine ligase
NA;NWMN_1988;cell division protein
NA;NWMN_1989;conserved hypothetical protein
NA;NWMN_1990;conserved hypothetical protein
NA;NWMN_1991;conserved hypothetical protein
cls;NWMN_1992;cardiolipin synthetase
NA;NWMN_1993;conserved hypothetical protein
oxaA;NWMN_1994;membrane protein oxaA precursor
thiE;NWMN_1995;thiamine-phosphate pyrophosphorylase
thiM;NWMN_1996;hydroxyethylthiazole kinase
thiD;NWMN_1997;phosphomethylpyrimidine kinase
NA;NWMN_1998;transcriptional regulator TenA family protein
NA;NWMN_1999;conserved hypothetical protein
NA;NWMN_2000;hypothetical protein
NA;NWMN_2001;conserved hypothetical protein
NA;NWMN_2002;conserved hypothetical protein
fabZ;NWMN_2003;hydroxymyristoyl-(acyl carrier protein) dehydratase
murA;NWMN_2004;UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
NA;NWMN_2005;conserved hypothetical protein
atpC;NWMN_2006;ATP synthase F1%2C epsilon subunit
atpD;NWMN_2007;ATP synthase%2C beta subunit
atpG;NWMN_2008;ATP synthase%2C gamma subunit
atpA;NWMN_2009;ATP synthase F1%2C alpha subunit
atpH;NWMN_2010;ATP synthase F1%2C delta subunit
atpF;NWMN_2011;ATP synthase subunit b
atpE;NWMN_2012;ATP synthase subunit c
atpB;NWMN_2013;ATP synthase subunit a
NA;NWMN_2014;conserved hypothetical protein
mnaA;NWMN_2015;UDP-GlcNAc 2-epimerase
upp;NWMN_2016;uracil phosphoribosyltransferase
glyA;NWMN_2017;serine hydroxymethyltransferase
NA;NWMN_2018;conserved hypothetical protein
NA;NWMN_2019;low molecular weight protein-tyrosine-phosphatase
NA;NWMN_2020;Sua5/YciO/YrdC/YwlC family protein
NA;NWMN_2021;modification methylase HemK family protein
prfA;NWMN_2022;peptide chain release factor 1
tdk;NWMN_2023;thymidine kinase
rpmE;NWMN_2024;50S ribosomal protein L31 type B
rho;NWMN_2025;transcription termination factor Rho
NA;NWMN_2026;aldehyde dehydrogenase family protein
NA;NWMN_2027;conserved hypothetical protein
murZ;NWMN_2028;UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
fbaA;NWMN_2029;fructose-bisphosphate aldolase
NA;NWMN_2030;conserved hypothetical protein
pyrG;NWMN_2031;CTP synthase
rpoE;NWMN_2032;DNA-directed RNA polymerase delta subunit
NA;NWMN_2033;acetyltransferase%2C GNAT family protein
NA;NWMN_2034;conserved hypothetical protein
NA;NWMN_2035;conserved hypothetical protein
NA;NWMN_2036;conserved hypothetical protein
NA;NWMN_2037;conserved hypothetical protein
luxS;NWMN_2038;S-ribosylhomocysteine lyase
NA;NWMN_2039;conserved hypothetical protein
pdp;NWMN_2040;pyrimidine nucleoside phosphorylase
deoC;NWMN_2041;deoxyribose-phosphate aldolase
deoD;NWMN_2042;purine nucleoside phosphorylase
NA;NWMN_2043;conserved hypothetical protein
NA;NWMN_2044;thiol-disulphide oxidoreductase%2C DCC family protein
NA;NWMN_2045;conserved hypothetical protein
NA;NWMN_2046;conserved hypothetical protein
manA1;NWMN_2047;mannose-6-phosphate isomerase%2C class I
NA;NWMN_2048;conserved hypothetical protein
NA;NWMN_2049;zinc and cobalt transport repressor protein
NA;NWMN_2050;cation efflux family protein
NA;NWMN_2051;lytic regulatory protein
NA;NWMN_2052;truncated resolvase
NA;NWMN_2053;SAP domain protein
NA;NWMN_2054;haloacid dehalogenase-like hydrolase
NA;NWMN_2055;ABC transporter%2C ATP-binding protein
glmS;NWMN_2056;glucosamine-fructose-6-phosphate aminotransferase%2C isomerizing
mtlF;NWMN_2057;PTS system%2C mannitol-specific IIBC component
NA;NWMN_2058;transcriptional antiterminator BglG family protein
mtlA;NWMN_2059;mannitol-specific IIA component
mtlD;NWMN_2060;mannitol-1-phosphate 5-dehydrogenase
fmtB;NWMN_2061;methicillin resistance determinant FmtB protein
glmM;NWMN_2062;phosphoglucosamine-mutase
NA;NWMN_2063;conserved hypothetical protein
NA;NWMN_2064;conserved hypothetical protein
NA;NWMN_2065;arginase
NA;NWMN_2067;ATP-binding Mrp/Nbp35 family protein
NA;NWMN_2068;drug resistance transporter EmrB/QacA subfamily protein
NA;NWMN_2069;conserved hypothetical protein
NA;NWMN_2070;conserved hypothetical protein
NA;NWMN_2071;hemolysin III
NA;NWMN_2072;conserved hypothetical protein
NA;NWMN_2073;conserved hypothetical protein
NA;NWMN_2074;conserved hypothetical protein
NA;NWMN_2075;conserved hypothetical protein
NA;NWMN_2076;FecCD iron compound ABC transporter%2C permease family protein
NA;NWMN_2077;iron compound ABC transporter%2C permease protein
NA;NWMN_2078;ferrichrome ABC transporter lipoprotein
NA;NWMN_2079;conserved hypothetical protein
NA;NWMN_2080;aerobactin biosynthesis IucA/IucC family protein
NA;NWMN_2081;conserved hypothetical protein
NA;NWMN_2082;aerobactin biosynthesis IucA/IucC family protein
NA;NWMN_2083;truncated transposase for IS1272
NA;NWMN_2084;truncated transposase for IS1272
NA;NWMN_2085;truncated transposase for IS1272
NA;NWMN_2086;alkaline shock protein 23
NA;NWMN_2087;conserved hypothetical protein
NA;NWMN_2088;conserved hypothetical protein
NA;NWMN_2089;osmoprotectant transporter
NA;NWMN_2090;conserved hypothetical protein
NA;NWMN_2091;conserved hypothetical protein
NA;NWMN_2092;conserved hypothetical protein
lacG;NWMN_2093;6-phospho-beta-galactosidase
lacE;NWMN_2094;PTS system%2C lactose-specific IIBC component
lacF;NWMN_2095;PTS system%2C lactose-specific IIA component
lacD;NWMN_2096;tagatose 1%2C6-diphosphate aldolase
lacC;NWMN_2097;tagatose-6-phosphate kinase
lacB;NWMN_2098;galactose-6-phosphate isomerase LacB subunit
lacA;NWMN_2099;galactose-6-phosphate isomerase LacA subunit
lacR;NWMN_2100;lactose phosphotransferase system repressor
NA;NWMN_2101;conserved hypothetical protein
NA;NWMN_2102;conserved hypothetical protein
NA;NWMN_2103;conserved hypothetical protein
NA;NWMN_2104;aldo/keto reductase family protein
NA;NWMN_2105;transcriptional regulator MerR family protein
hysA;NWMN_2106;hyaluronate lyase precursor
NA;NWMN_2107;M23/M37 peptidase domain protein
NA;NWMN_2108;HAD-superfamily hydrolase subfamily IIB
NA;NWMN_2109;truncated MHC class II analog protein
alsD;NWMN_2110;alpha-acetolactate decarboxylase
alsS;NWMN_2111;alpha-acetolactate synthase
NA;NWMN_2112;conserved hypothetical protein
NA;NWMN_2113;conserved hypothetical protein
NA;NWMN_2114;conserved hypothetical protein
NA;NWMN_2115;conserved hypothetical protein
NA;NWMN_2116;conserved hypothetical protein
NA;NWMN_2117;conserved hypothetical protein
NA;NWMN_2118;conserved hypothetical protein
rpsI;NWMN_2119;30S ribosomal protein S9
rplM;NWMN_2120;50S ribosomal protein L13
truA;NWMN_2121;tRNA pseudouridine synthase A
NA;NWMN_2122;conserved hypothetical protein
NA;NWMN_2123;ABC transporter ATP-binding protein
NA;NWMN_2124;ATP-binding ABC transporter
rplQ;NWMN_2125;50S ribosomal protein L17
rpoA;NWMN_2126;DNA-directed RNA polymerase alpha chain
rpsK;NWMN_2127;30S ribosomal protein S11
rpsM;NWMN_2128;30S ribosomal protein S13
rpmJ;NWMN_2129;50S ribosomal protein L36
infA;NWMN_2130;translation initiation factor IF-1
adk;NWMN_2131;adenylate kinase
secY;NWMN_2132;preprotein translocase SecY subunit
rplO;NWMN_2133;50S ribosomal protein L15
rpmD;NWMN_2134;50S ribosomal protein L30
rpsE;NWMN_2135;30S ribosomal protein S5
rplR;NWMN_2136;50S ribosomal protein L18
rplF;NWMN_2137;50S ribosomal protein L6
rpsH;NWMN_2138;30S ribosomal protein S8
rpsN;NWMN_2139;30S ribosomal protein S14
rplE;NWMN_2140;50S ribosomal protein L5
rplX;NWMN_2141;50S ribosomal protein L24
rplN;NWMN_2142;50S ribosomal protein L14
rpsQ;NWMN_2143;30S ribosomal protein S17
rpmC;NWMN_2144;50S ribosomal protein L29
rplP;NWMN_2145;50S ribosomal protein L16
rpsC;NWMN_2146;30S ribosomal protein S3
rplV;NWMN_2147;50S ribosomal protein L22
rpsS;NWMN_2148;30S ribosomal protein S19
rplB;NWMN_2149;50S ribosomal protein L2
rplW;NWMN_2150;50S ribosomal protein L23
rplD;NWMN_2151;50S ribosomal protein L4
rplC;NWMN_2152;50S ribosomal protein L3
rpsJ;NWMN_2153;30S ribosomal protein S10
NA;NWMN_2154;conserved hypothetical protein
NA;NWMN_2155;xanthine/uracil permeases family protein
topB;NWMN_2156;DNA topoisomerase III
NA;NWMN_2157;GCN5-related N-acetyltransferase
NA;NWMN_2158;glucose uptake protein
NA;NWMN_2159;conserved hypothetical protein
NA;NWMN_2160;conserved hypothetical protein
NA;NWMN_2161;conserved hypothetical protein
NA;NWMN_2162;acriflavin resistance protein
fmhB;NWMN_2163;peptidoglycan pentaglycine interpeptide biosynthesis protein
NA;NWMN_2164;conserved hypothetical protein
NA;NWMN_2165;MarR family regulatory protein
NA;NWMN_2166;conserved hypothetical protein
sarV;NWMN_2167;staphylococcal accessory regulator V
moaA;NWMN_2168;molybdenum cofactor biosynthesis protein A
mobA;NWMN_2169;molybdopterin-guanine dinucleotide biosynthesis protein A
moaD;NWMN_2170;molybdopterin synthase small subunit
moaE;NWMN_2171;molybdopterin synthase large subunit
mobB;NWMN_2172;molybdopterin-guanine dinucleotide biosynthesis protein B
moeA;NWMN_2173;molybdopterin biosynthesis protein MoeA
moaC;NWMN_2174;molybdenum cofactor biosynthesis protein C
moaB;NWMN_2175;molybdopterin precursor biosynthesis moaB
moeB;NWMN_2176;molybdopterin biosynthesis MoeB
modC;NWMN_2177;molybdenum ABC transporter%2C ATP-binding protein ModC
modB;NWMN_2178;molybdenum ABC transporter%2C permease protein
modA;NWMN_2179;molybdenum ABC transporter%2C periplasmic molybdate-binding protein
NA;NWMN_2180;formate dehydrogenase family accessory FdhD/NarQ family protein
NA;NWMN_2181;acetyltransferase%2C GNAT family protein
NA;NWMN_2182;biotin biosynthesis BioY family protein
NA;NWMN_2183;inosine-uridine preferring nucleoside hydrolase family protein
NA;NWMN_2184;hypothetical protein
NA;NWMN_2185;iron compound ABC transporter%2C iron compound-binding protein
NA;NWMN_2186;acyl-CoA dehydrogenase-related protein
NA;NWMN_2187;conserved hypothetical protein
ureA;NWMN_2188;urease gamma subunit
ureB;NWMN_2189;urease beta subunit
ureC;NWMN_2190;urease alpha subunit
ureE;NWMN_2191;urease accessory protein UreE
ureF;NWMN_2192;urease accessory protein UreF
ureG;NWMN_2193;urease accessory protein UreG
ureD;NWMN_2194;urease accessory protein UreD
sarR;NWMN_2195;staphylococcal accessory regulator R
NA;NWMN_2196;conserved hypothetical protein
sarY;NWMN_2197;staphylococcal accessory regulator Y
NA;NWMN_2198;transcriptional regulator AraC family protein
NA;NWMN_2199;secretory antigen precursor SsaA
nhaC;NWMN_2200;Na+/H+ antiporter NhaC
NA;NWMN_2201;dehydrogenase family protein
NA;NWMN_2202;conserved hypothetical protein
NA;NWMN_2203;secretory antigen precursor SsaA
NA;NWMN_2204;conserved hypothetical protein
NA;NWMN_2205;D-isomer specific 2-hydroxyacid dehydrogenase family protein
NA;NWMN_2206;monooxygenase family protein
NA;NWMN_2207;N-acetylmuramoyl-L-alanine amidase%2C family 4
NA;NWMN_2208;hypothetical protein
NA;NWMN_2209;conserved hypothetical protein
NA;NWMN_2210;formate dehydrogenase homolog
NA;NWMN_2211;cell envelope-related transcriptional attenuator
NA;NWMN_2212;inositol monophosphatase family protein
NA;NWMN_2213;DeoR family regulatory protein
NA;NWMN_2214;truncated transposase
NA;NWMN_2215;conserved hypothetical protein
NA;NWMN_2216;conserved hypothetical protein
NA;NWMN_2217;phosphosugar-binding transcriptional regulator RpiR family protein
NA;NWMN_2218;conserved hypothetical protein
NA;NWMN_2219;conserved hypothetical protein
NA;NWMN_2220;conserved hypothetical protein
NA;NWMN_2221;haloacid dehalogenase-like hydrolase
NA;NWMN_2222;sodium/bile acid symporter family protein
NA;NWMN_2223;conserved hypothetical protein
NA;NWMN_2224;PTS system%2C alpha-glucoside-specific IIBC component
NA;NWMN_2225;phosphosugar-binding transcriptional regulator
NA;NWMN_2226;conserved hypothetical protein
NA;NWMN_2227;Na+/H+ antiporter family protein
NA;NWMN_2228;conserved hypothetical protein
NA;NWMN_2229;oxidoreductase%2C short chain dehydrogenase/reductase family protein
NA;NWMN_2230;peptidase M20/M25/M40 family protein
hutI;NWMN_2231;imidazolonepropionase
hutU;NWMN_2232;urocanate hydratase
NA;NWMN_2233;LysR family regulatory protein
fofB;NWMN_2234;fosfomycin resistance protein fofB
hutG;NWMN_2235;formiminoglutamase
NA;NWMN_2236;abortive infection protein family protein
rpi;NWMN_2237;ribose 5-phosphate isomerase A
NA;NWMN_2238;conserved hypothetical protein
NA;NWMN_2239;aldose 1-epimerase precursor
NA;NWMN_2240;conserved hypothetical protein
NA;NWMN_2241;conserved hypothetical protein
NA;NWMN_2242;ABC transporter ATP-binding protein
NA;NWMN_2243;conserved hypothetical protein
